scene_platform_carriage	b	0	A tall detective in a charcoal overcoat and burgundy scarf follows a black cat through the same 1930s railway station, moving inside a polished dining carriage with brass lamps and rain-streaked windows; precise period details, stable identity, realistic cinematic motion.
scene_platform_carriage	a	1	A tall detective in a charcoal overcoat and burgundy scarf follows a black cat through the same 1930s railway station, moving along a foggy platform beneath iron arches and amber lamps; precise period details, stable identity, realistic cinematic motion.
scene_platform_carriage	b	1	A tall detective in a charcoal overcoat and burgundy scarf follows a black cat through the same 1930s railway station, moving inside a polished dining carriage with brass lamps and rain-streaked windows; precise period details, stable identity, realistic cinematic motion.
scene_courtyard_rooftop	a	0	A freckled bicycle courier with a yellow helmet and teal backpack repairs the same orange bicycle in a crowded sunlit courtyard, surrounded by laundry lines, terracotta walls, pigeons on distant roofs, and moving neighbors; documentary realism.
scene_courtyard_rooftop	b	0	A freckled bicycle courier with a yellow helmet and teal backpack repairs the same orange bicycle on a windy rooftop above the courtyard, surrounded by laundry lines, terracotta walls, distant chimneys, and moving clouds; documentary realism.
scene_courtyard_rooftop	a	1	A freckled bicycle courier with a yellow helmet and teal backpack repairs the same orange bicycle in a crowded sunlit courtyard, surrounded by laundry lines, terracotta walls, pigeons on distant roofs, and moving neighbors; documentary realism.
scene_courtyard_rooftop	b	1	A freckled bicycle courier with a yellow helmet and teal backpack repairs the same orange bicycle on a windy rooftop above the courtyard, surrounded by laundry lines, terracotta walls, distant chimneys, and moving clouds; documentary realism.
motion_still_dance	a	0	A bearded man in a cream linen suit stands nearly still at the center of the same candlelit ballroom while masked guests circulate around him, maintaining the same face, costume, chandeliers, mirrored walls, and deep red floor; smooth stabilized camera.
motion_still_dance	b	0	A bearded man in a cream linen suit performs a fast turning dance at the center of the same candlelit ballroom while masked guests circulate around him, maintaining the same face, costume, chandeliers, mirrored walls, and deep red floor; smooth stabilized camera.
motion_still_dance	a	1	A bearded man in a cream linen suit stands nearly still at the center of the same candlelit ballroom while masked guests circulate around him, maintaining the same face, costume, chandeliers, mirrored walls, and deep red floor; smooth stabilized camera.
motion_still_dance	b	1	A bearded man in a cream linen suit performs a fast turning dance at the center of the same candlelit ballroom while masked guests circulate around him, maintaining the same face, costume, chandeliers, mirrored walls, and deep red floor; smooth stabilized camera.
weather_clear_storm	a	0	A woman geologist with a long auburn braid, orange climbing shell, and scratched silver helmet examines black basalt columns on the same remote coast under clear cold daylight, with measured hand motion and a slow forward camera.
weather_clear_storm	b	0	A woman geologist with a long auburn braid, orange climbing shell, and scratched silver helmet examines black basalt columns on the same remote coast as a violent hailstorm arrives, with measured hand motion and a slow forward camera.
weather_clear_storm	a	1	A woman geologist with a long auburn braid, orange climbing shell, and scratched silver helmet examines black basalt columns on the same remote coast under clear cold daylight, with measured hand motion and a slow forward camera.
weather_clear_storm	b	1	A woman geologist with a long auburn braid, orange climbing shell, and scratched silver helmet examines black basalt columns on the same remote coast as a violent hailstorm arrives, with measured hand motion and a slow forward camera.
