prompt_index,source_prompt_index,tags,prompt_text,slot,video,identity_continuity_-2_to_2,background_continuity_-2_to_2,motion_quality_-2_to_2,overall_preference_-2_to_2,severe_failure_0_or_1,notes
2,4,3d_animation|character_identity|object_interaction|fire,"A close-up 3D animated scene of a short, fluffy monster kneeling beside a melting red candle. The monster has large, wide eyes and an open mouth, gazing at the flame with wonder and curiosity. Its soft, fluffy fur contrasts with the warm, dramatic lighting that highlights its gentle, innocent expression. The pose conveys playfulness and exploration, as if discovering the world for the first time. In the background, a cozy, warmly lit room with a fireplace and soft furnishings enhances the atmosphere. Warm colors and dramatic lighting create a captivating and inviting scene.",3,p02_23c79b2876.mp4,2,2,1,1,0,id和背景保持很好，但是可能因为prompt本身运动较小，导致只有嘴巴和眼睛的少量移动
3,7,multi_object|miniature_scale|water_motion|photorealistic,"A photorealistic closeup video of two intricately detailed pirate ships battling inside a steaming cup of coffee. Wooden planks, flapping sails, and aimed cannons are visible. Crew members, in authentic pirate attire, brandish swords and pistols with fierce, determined expressions. Coffee foam creates a turbulent, frothy sea with realistic ripples and waves. The background shows a blurred, warm brown coffee surface with gentle steam rising. The camera angle is slightly elevated, capturing the intense action from above.",0,p03_ae800e1116.mp4,1,0,1,1,0,id整体位置保持还行，没有什么镜头移动，但是船只和剑的边缘处存在一些改变，且存在船员人数的改变。背景存在后期偏蓝色且条纹加重的情况，烟雾也有些不一样了
3,7,multi_object|miniature_scale|water_motion|photorealistic,"A photorealistic closeup video of two intricately detailed pirate ships battling inside a steaming cup of coffee. Wooden planks, flapping sails, and aimed cannons are visible. Crew members, in authentic pirate attire, brandish swords and pistols with fierce, determined expressions. Coffee foam creates a turbulent, frothy sea with realistic ripples and waves. The background shows a blurred, warm brown coffee surface with gentle steam rising. The camera angle is slightly elevated, capturing the intense action from above.",1,p03_2c677d9b37.mp4,1.5,0,1,1,0,id整体位置保持的不错，没有什么镜头移动，但是船只和剑的边缘处存在一些改变，但是问题不是很大。背景存在后期偏蓝色且条纹加重的情况，烟雾也有些不一样了
3,7,multi_object|miniature_scale|water_motion|photorealistic,"A photorealistic closeup video of two intricately detailed pirate ships battling inside a steaming cup of coffee. Wooden planks, flapping sails, and aimed cannons are visible. Crew members, in authentic pirate attire, brandish swords and pistols with fierce, determined expressions. Coffee foam creates a turbulent, frothy sea with realistic ripples and waves. The background shows a blurred, warm brown coffee surface with gentle steam rising. The camera angle is slightly elevated, capturing the intense action from above.",2,p03_ddea41efb7.mp4,1,0,1,1,0,id整体位置保持还行，没有什么镜头移动，但是船只和剑的边缘处存在一些改变，且存在船员人数的改变。背景存在后期偏蓝色且条纹加重的情况，烟雾也有些不一样了
3,7,multi_object|miniature_scale|water_motion|photorealistic,"A photorealistic closeup video of two intricately detailed pirate ships battling inside a steaming cup of coffee. Wooden planks, flapping sails, and aimed cannons are visible. Crew members, in authentic pirate attire, brandish swords and pistols with fierce, determined expressions. Coffee foam creates a turbulent, frothy sea with realistic ripples and waves. The background shows a blurred, warm brown coffee surface with gentle steam rising. The camera angle is slightly elevated, capturing the intense action from above.",3,p03_95ef963363.mp4,2,2,1,1,0,id整体位置保持的不错，没有什么镜头移动，但是船只和剑的边缘处存在一些改变，但是问题不是很大。背景存在后期偏蓝色且条纹加重的情况，烟雾也有些不一样了
4,13,multi_person|mobile_video|urban|documentary,"A beautifully crafted homemade video set in Lagos, Nigeria in 2056, captured with a mobile phone camera. The footage showcases diverse people going about their daily lives in a vibrant and bustling urban environment. Young Nigerian women in colorful traditional attire walk down a crowded street, a man in a smart business suit hurries past a futuristic billboard, and a family gathers around a street vendor selling fresh fruits. Modern skyscrapers, traditional market stalls, and electric vehicles zip by in the background. The video has a warm, nostalgic feel with occasional blurs and graininess. Handheld shots and close-ups capture the dynamic energy of the city.",0,p04_7df4a6e79e.mp4,-1,-1,1,0,1,背景变化大，前景中也存在幻觉和id不好的情况
4,13,multi_person|mobile_video|urban|documentary,"A beautifully crafted homemade video set in Lagos, Nigeria in 2056, captured with a mobile phone camera. The footage showcases diverse people going about their daily lives in a vibrant and bustling urban environment. Young Nigerian women in colorful traditional attire walk down a crowded street, a man in a smart business suit hurries past a futuristic billboard, and a family gathers around a street vendor selling fresh fruits. Modern skyscrapers, traditional market stalls, and electric vehicles zip by in the background. The video has a warm, nostalgic feel with occasional blurs and graininess. Handheld shots and close-ups capture the dynamic energy of the city.",1,p04_2f6ff9b217.mp4,-1,0.5,1,0.5,0,可能是因为prompt的问题，前景中出现了很多人，所以导致会有幻觉以及id保持不好的情况。背景其实整体不错，但是最后有少量的改变，可能是幻觉
4,13,multi_person|mobile_video|urban|documentary,"A beautifully crafted homemade video set in Lagos, Nigeria in 2056, captured with a mobile phone camera. The footage showcases diverse people going about their daily lives in a vibrant and bustling urban environment. Young Nigerian women in colorful traditional attire walk down a crowded street, a man in a smart business suit hurries past a futuristic billboard, and a family gathers around a street vendor selling fresh fruits. Modern skyscrapers, traditional market stalls, and electric vehicles zip by in the background. The video has a warm, nostalgic feel with occasional blurs and graininess. Handheld shots and close-ups capture the dynamic energy of the city.",2,p04_eceedba766.mp4,-1,-1,1,0.5,1,背景变化大，镜头移动大，前景中也存在幻觉和id不好的情况
4,13,multi_person|mobile_video|urban|documentary,"A beautifully crafted homemade video set in Lagos, Nigeria in 2056, captured with a mobile phone camera. The footage showcases diverse people going about their daily lives in a vibrant and bustling urban environment. Young Nigerian women in colorful traditional attire walk down a crowded street, a man in a smart business suit hurries past a futuristic billboard, and a family gathers around a street vendor selling fresh fruits. Modern skyscrapers, traditional market stalls, and electric vehicles zip by in the background. The video has a warm, nostalgic feel with occasional blurs and graininess. Handheld shots and close-ups capture the dynamic energy of the city.",3,p04_afbf60ae62.mp4,-1,1,1,0.5,0,可能是因为prompt的问题，前景中出现了很多人，所以导致会有幻觉以及id保持不好的情况。背景其实整体不错，但是最后有少量的改变，可能是幻觉
5,15,rotating_camera|indoor|many_objects|screen_content,"A rotating camera view inside a large New York museum gallery, showcasing a towering stack of vintage televisions, each displaying different programs from the 1950s and 1970s. The televisions show a mix of sci-fi movies, horror films, news broadcasts, static, and a 1970s sitcom. The gallery space is filled with the nostalgic glow of old TV screens, their edges worn and frames aged. Background features other vintage exhibits, enhancing the historical ambiance. Televisions are arranged in a dynamic, almost chaotic pattern, creating visual interest and movement. Wide-angle shot capturing the entire stack and surrounding gallery space.",0,p05_e7813dcab9.mp4,0,0,0.5,-1,1,镜头移动得太近，后期镜头存在旋转
5,15,rotating_camera|indoor|many_objects|screen_content,"A rotating camera view inside a large New York museum gallery, showcasing a towering stack of vintage televisions, each displaying different programs from the 1950s and 1970s. The televisions show a mix of sci-fi movies, horror films, news broadcasts, static, and a 1970s sitcom. The gallery space is filled with the nostalgic glow of old TV screens, their edges worn and frames aged. Background features other vintage exhibits, enhancing the historical ambiance. Televisions are arranged in a dynamic, almost chaotic pattern, creating visual interest and movement. Wide-angle shot capturing the entire stack and surrounding gallery space.",1,p05_8ddf1ba8a0.mp4,1,1,0.5,0,0,镜头逐渐向主体移动，不同电视机里的内容也存在改变，后期镜头几乎完全不移动，但是电视中的画面变化也小了
5,15,rotating_camera|indoor|many_objects|screen_content,"A rotating camera view inside a large New York museum gallery, showcasing a towering stack of vintage televisions, each displaying different programs from the 1950s and 1970s. The televisions show a mix of sci-fi movies, horror films, news broadcasts, static, and a 1970s sitcom. The gallery space is filled with the nostalgic glow of old TV screens, their edges worn and frames aged. Background features other vintage exhibits, enhancing the historical ambiance. Televisions are arranged in a dynamic, almost chaotic pattern, creating visual interest and movement. Wide-angle shot capturing the entire stack and surrounding gallery space.",2,p05_87d04a5237.mp4,1,0.5,0.5,0,0,镜头逐渐向主体移动，不同电视机里的内容也存在改变，后期镜头存在转动
5,15,rotating_camera|indoor|many_objects|screen_content,"A rotating camera view inside a large New York museum gallery, showcasing a towering stack of vintage televisions, each displaying different programs from the 1950s and 1970s. The televisions show a mix of sci-fi movies, horror films, news broadcasts, static, and a 1970s sitcom. The gallery space is filled with the nostalgic glow of old TV screens, their edges worn and frames aged. Background features other vintage exhibits, enhancing the historical ambiance. Televisions are arranged in a dynamic, almost chaotic pattern, creating visual interest and movement. Wide-angle shot capturing the entire stack and surrounding gallery space.",3,p05_5d077098e5.mp4,1,0,1,0,0,镜头逐渐向主体移动，且背景在后期存在一些幻觉。不同电视机里的内容也存在改变
6,17,vehicle|fast_motion|dust|tracking_camera,"A dynamic shot from behind a white vintage SUV with a black roof rack as it speeds up a steep dirt road surrounded by towering redwood trees on a rugged mountain slope. Dust kicks up from its tires, and the sunlight shines on the SUV, casting a warm glow. The dirt road curves gently into the distance, with dense redwoods on either side and patches of greenery. The car navigates the curve with ease, making it seem thrilling. The road is framed by steep hills and mountains, with a clear blue sky and wispy clouds. The camera captures the vehicle’s powerful and adventurous journey.",0,p06_16d6eb0444.mp4,1,0.5,1,0.5,1,主体其实一直变化比较小，但是存在主体穿过树枝的不符合物理现象的情况，此外运动信息上从最开始往前开车变为了倒车。背景也存在一些跳变
6,17,vehicle|fast_motion|dust|tracking_camera,"A dynamic shot from behind a white vintage SUV with a black roof rack as it speeds up a steep dirt road surrounded by towering redwood trees on a rugged mountain slope. Dust kicks up from its tires, and the sunlight shines on the SUV, casting a warm glow. The dirt road curves gently into the distance, with dense redwoods on either side and patches of greenery. The car navigates the curve with ease, making it seem thrilling. The road is framed by steep hills and mountains, with a clear blue sky and wispy clouds. The camera captures the vehicle’s powerful and adventurous journey.",1,p06_64dbe5e27d.mp4,0,0,0,-1,1,主体角度发生了改变，此外整个视频完全不符合物理逻辑，汽车行驶方向与车头方向关系完全错误，但是id还是有一些保持
6,17,vehicle|fast_motion|dust|tracking_camera,"A dynamic shot from behind a white vintage SUV with a black roof rack as it speeds up a steep dirt road surrounded by towering redwood trees on a rugged mountain slope. Dust kicks up from its tires, and the sunlight shines on the SUV, casting a warm glow. The dirt road curves gently into the distance, with dense redwoods on either side and patches of greenery. The car navigates the curve with ease, making it seem thrilling. The road is framed by steep hills and mountains, with a clear blue sky and wispy clouds. The camera captures the vehicle’s powerful and adventurous journey.",2,p06_71ef5fcd34.mp4,-1,0.5,0,-1,1,主体角度发生了改变，并逐渐漂移出画。此外整个视频完全不符合物理逻辑，汽车行驶方向与车头方向关系完全错误，但是id还是有一些保持
6,17,vehicle|fast_motion|dust|tracking_camera,"A dynamic shot from behind a white vintage SUV with a black roof rack as it speeds up a steep dirt road surrounded by towering redwood trees on a rugged mountain slope. Dust kicks up from its tires, and the sunlight shines on the SUV, casting a warm glow. The dirt road curves gently into the distance, with dense redwoods on either side and patches of greenery. The car navigates the curve with ease, making it seem thrilling. The road is framed by steep hills and mountains, with a clear blue sky and wispy clouds. The camera captures the vehicle’s powerful and adventurous journey.",3,p06_d5ebc294d0.mp4,-1,0.5,0,-1,1,主体角度发生了改变，并进行了掉头，后续id越来越远并重新出现在画面中。此外整个视频完全不符合物理逻辑，汽车行驶方向与车头方向关系错误，但是id还是有一些保持
7,24,articulated_motion|festival|crowd|colorful,"A vibrant and lively Chinese Lunar New Year celebration video featuring a majestic Chinese dragon performing traditional dance moves. The dragon, made of colorful silk and adorned with intricate patterns, has flowing scales and a fierce expression, moving gracefully with fluid movements. It dances amidst a sea of joyful people in festive red and gold attire, accompanied by drummers and musicians playing traditional instruments. The background showcases bustling streets filled with lanterns, paper decorations, and colorful stalls. The video has a dynamic and energetic feel, capturing the essence of the festival. A wide-angle shot with dynamic camera movements following the dragon's path, capturing its powerful leaps and graceful turns.",0,p07_2a68cdb261.mp4,1.5,-1,2,0,0,id保持了且运动不少，但是背景变化较大，包括环境和背景中的人
7,24,articulated_motion|festival|crowd|colorful,"A vibrant and lively Chinese Lunar New Year celebration video featuring a majestic Chinese dragon performing traditional dance moves. The dragon, made of colorful silk and adorned with intricate patterns, has flowing scales and a fierce expression, moving gracefully with fluid movements. It dances amidst a sea of joyful people in festive red and gold attire, accompanied by drummers and musicians playing traditional instruments. The background showcases bustling streets filled with lanterns, paper decorations, and colorful stalls. The video has a dynamic and energetic feel, capturing the essence of the festival. A wide-angle shot with dynamic camera movements following the dragon's path, capturing its powerful leaps and graceful turns.",1,p07_acd009f2a3.mp4,1.5,0,2,0,0,id保持了，但之后从四只脚变为两只脚。运动不少，但是背景变化较大，包括环境和背景中的人，前期比较符合逻辑，后期稍微变化太大了一些
7,24,articulated_motion|festival|crowd|colorful,"A vibrant and lively Chinese Lunar New Year celebration video featuring a majestic Chinese dragon performing traditional dance moves. The dragon, made of colorful silk and adorned with intricate patterns, has flowing scales and a fierce expression, moving gracefully with fluid movements. It dances amidst a sea of joyful people in festive red and gold attire, accompanied by drummers and musicians playing traditional instruments. The background showcases bustling streets filled with lanterns, paper decorations, and colorful stalls. The video has a dynamic and energetic feel, capturing the essence of the festival. A wide-angle shot with dynamic camera movements following the dragon's path, capturing its powerful leaps and graceful turns.",2,p07_dc4be57a13.mp4,1.5,0,2,0,0,id保持了，但之后从四只脚变为两只脚。运动不少，但是背景变化较大，包括环境和背景中的人，前期比较符合逻辑，后期稍微变化太大了一些
7,24,articulated_motion|festival|crowd|colorful,"A vibrant and lively Chinese Lunar New Year celebration video featuring a majestic Chinese dragon performing traditional dance moves. The dragon, made of colorful silk and adorned with intricate patterns, has flowing scales and a fierce expression, moving gracefully with fluid movements. It dances amidst a sea of joyful people in festive red and gold attire, accompanied by drummers and musicians playing traditional instruments. The background showcases bustling streets filled with lanterns, paper decorations, and colorful stalls. The video has a dynamic and energetic feel, capturing the essence of the festival. A wide-angle shot with dynamic camera movements following the dragon's path, capturing its powerful leaps and graceful turns.",3,p07_62ade4b0b7.mp4,1.5,1,1.5,1,0,id保持了，但之后从四只脚变为两只脚。运动不少，但是背景变化较大，包括环境和背景中的人，但是符合逻辑。
8,33,human_motion|running|cinematic|step_printing,"A cinematic 35mm film captures a dynamic step-printing scene of a young man with short, tousled brown hair and determined eyes sprinting down a city street lined with tall buildings and neon signs. His arms pump vigorously as he runs, looking focused and energetic. The background features blurred motion with the cityscape fading into a soft, sepia tone. The camera follows him closely, capturing every stride and movement. A nostalgic and vintage film texture enhances the dramatic intensity. Close-up shot from a slightly behind-the-subject angle.",0,p08_326033fa1a.mp4,-1,1,1,-1,1,id显著变化，且镜头越来越近
8,33,human_motion|running|cinematic|step_printing,"A cinematic 35mm film captures a dynamic step-printing scene of a young man with short, tousled brown hair and determined eyes sprinting down a city street lined with tall buildings and neon signs. His arms pump vigorously as he runs, looking focused and energetic. The background features blurred motion with the cityscape fading into a soft, sepia tone. The camera follows him closely, capturing every stride and movement. A nostalgic and vintage film texture enhances the dramatic intensity. Close-up shot from a slightly behind-the-subject angle.",1,p08_ddaf469a7b.mp4,-1,1,1,-1,1,id显著变化，且镜头越来越近
8,33,human_motion|running|cinematic|step_printing,"A cinematic 35mm film captures a dynamic step-printing scene of a young man with short, tousled brown hair and determined eyes sprinting down a city street lined with tall buildings and neon signs. His arms pump vigorously as he runs, looking focused and energetic. The background features blurred motion with the cityscape fading into a soft, sepia tone. The camera follows him closely, capturing every stride and movement. A nostalgic and vintage film texture enhances the dramatic intensity. Close-up shot from a slightly behind-the-subject angle.",2,p08_2e836d8707.mp4,2,1,1,1,0,因为prompt的原因，整体就是脸部特写镜头，背景是虚化的，整体id保持不错，虚化的背景也没很大的问题
8,33,human_motion|running|cinematic|step_printing,"A cinematic 35mm film captures a dynamic step-printing scene of a young man with short, tousled brown hair and determined eyes sprinting down a city street lined with tall buildings and neon signs. His arms pump vigorously as he runs, looking focused and energetic. The background features blurred motion with the cityscape fading into a soft, sepia tone. The camera follows him closely, capturing every stride and movement. A nostalgic and vintage film texture enhances the dramatic intensity. Close-up shot from a slightly behind-the-subject angle.",3,p08_dae040ca2f.mp4,0,1,1,0,0,id从正面变为侧面，其实算是改变很大了
9,47,two_subjects|animal_identity|running|neon_city,"A vibrant and dynamic illustration in the style of a futuristic sci-fi comic, depicting two playful dogs, a Samoyed and a Golden Retriever, running energetically through a neon-lit city at night. Their fur gleams under the vibrant glow, casting colorful reflections. The Samoyed has a fluffy white coat, while the Golden Retriever sports a golden one. Towering skyscrapers adorned with flickering neon signs create a mesmerizing backdrop. Blurred outlines of the city's architecture, with glowing streets and distant buildings, add to the scene. The camera captures a medium shot from a slightly elevated perspective, emphasizing their joyful movements and wagging tails.",0,p09_aef57b35fc.mp4,1,1,1,1,0,因为prompt，主要是两只动物的特写，整体id保持一般，后期两只动物id过大，且看上去比较奇怪。5s后镜头显著前移了，整体的运动也只有少量的动物面部运动和背景运动
9,47,two_subjects|animal_identity|running|neon_city,"A vibrant and dynamic illustration in the style of a futuristic sci-fi comic, depicting two playful dogs, a Samoyed and a Golden Retriever, running energetically through a neon-lit city at night. Their fur gleams under the vibrant glow, casting colorful reflections. The Samoyed has a fluffy white coat, while the Golden Retriever sports a golden one. Towering skyscrapers adorned with flickering neon signs create a mesmerizing backdrop. Blurred outlines of the city's architecture, with glowing streets and distant buildings, add to the scene. The camera captures a medium shot from a slightly elevated perspective, emphasizing their joyful movements and wagging tails.",1,p09_6d9c13595b.mp4,2,1,1,1,0,因为prompt，主要是两只动物的特写，整体id保持得很好，但是5s后镜头显著前移了，整体的运动也只有少量的动物面部运动和背景运动
9,47,two_subjects|animal_identity|running|neon_city,"A vibrant and dynamic illustration in the style of a futuristic sci-fi comic, depicting two playful dogs, a Samoyed and a Golden Retriever, running energetically through a neon-lit city at night. Their fur gleams under the vibrant glow, casting colorful reflections. The Samoyed has a fluffy white coat, while the Golden Retriever sports a golden one. Towering skyscrapers adorned with flickering neon signs create a mesmerizing backdrop. Blurred outlines of the city's architecture, with glowing streets and distant buildings, add to the scene. The camera captures a medium shot from a slightly elevated perspective, emphasizing their joyful movements and wagging tails.",2,p09_9c35d1c331.mp4,2,1,1,1,0,因为prompt，主要是两只动物的特写，整体id保持得很好，但是5s后镜头显著前移了，整体的运动也只有少量的动物面部运动和背景运动
9,47,two_subjects|animal_identity|running|neon_city,"A vibrant and dynamic illustration in the style of a futuristic sci-fi comic, depicting two playful dogs, a Samoyed and a Golden Retriever, running energetically through a neon-lit city at night. Their fur gleams under the vibrant glow, casting colorful reflections. The Samoyed has a fluffy white coat, while the Golden Retriever sports a golden one. Towering skyscrapers adorned with flickering neon signs create a mesmerizing backdrop. Blurred outlines of the city's architecture, with glowing streets and distant buildings, add to the scene. The camera captures a medium shot from a slightly elevated perspective, emphasizing their joyful movements and wagging tails.",3,p09_54ac351c9c.mp4,2,1,1,1,0,因为prompt，主要是两只动物的特写，整体id保持得很好，但是5s后镜头显著前移了，整体的运动也只有少量的动物面部运动和背景运动
10,61,child_identity|bicycle|season_change|scene_evolution,"A dynamic series of shots capturing a little boy with curly brown hair and a joyful smile riding his bike through a garden that transitions through the changing seasons. Fall leaves crunch underfoot, winter snow blankets the ground, spring flowers bloom, and summer sunshine sparkles through the foliage. The boy pedals energetically, his arms outstretched in excitement. Wide shots show him entering the garden in spring, biking through colorful autumn leaves, riding through a snowy path, and enjoying warm summer sun. Mid-shots and close-ups capture his natural movements and the vibrant colors. Natural, documentary style.",0,p10_c2bc9d5621.mp4,-0.5,1,1,0,1,id存在方向的翻转，且翻转不一定符合逻辑
10,61,child_identity|bicycle|season_change|scene_evolution,"A dynamic series of shots capturing a little boy with curly brown hair and a joyful smile riding his bike through a garden that transitions through the changing seasons. Fall leaves crunch underfoot, winter snow blankets the ground, spring flowers bloom, and summer sunshine sparkles through the foliage. The boy pedals energetically, his arms outstretched in excitement. Wide shots show him entering the garden in spring, biking through colorful autumn leaves, riding through a snowy path, and enjoying warm summer sun. Mid-shots and close-ups capture his natural movements and the vibrant colors. Natural, documentary style.",1,p10_b01cfb7bbc.mp4,1,1,1,1,0,id前几秒快速拉进，之后是侧面，整体看上去是一个id，但是存在少量改变
10,61,child_identity|bicycle|season_change|scene_evolution,"A dynamic series of shots capturing a little boy with curly brown hair and a joyful smile riding his bike through a garden that transitions through the changing seasons. Fall leaves crunch underfoot, winter snow blankets the ground, spring flowers bloom, and summer sunshine sparkles through the foliage. The boy pedals energetically, his arms outstretched in excitement. Wide shots show him entering the garden in spring, biking through colorful autumn leaves, riding through a snowy path, and enjoying warm summer sun. Mid-shots and close-ups capture his natural movements and the vibrant colors. Natural, documentary style.",2,p10_f190fb236e.mp4,-0.5,1,1,0,1,id有改变，也存在方向的翻转，且翻转不一定符合逻辑，中间还重新出现了两只手臂
10,61,child_identity|bicycle|season_change|scene_evolution,"A dynamic series of shots capturing a little boy with curly brown hair and a joyful smile riding his bike through a garden that transitions through the changing seasons. Fall leaves crunch underfoot, winter snow blankets the ground, spring flowers bloom, and summer sunshine sparkles through the foliage. The boy pedals energetically, his arms outstretched in excitement. Wide shots show him entering the garden in spring, biking through colorful autumn leaves, riding through a snowy path, and enjoying warm summer sun. Mid-shots and close-ups capture his natural movements and the vibrant colors. Natural, documentary style.",3,p10_694bbf46fd.mp4,0.5,1,1,1,0,id前几秒快速拉进，中间大部分时间是侧面，之后又转向正脸并快速又转向另一个侧面，整体看上去是一个id，但是存在改变
